           0           0        1120   9.9974174       1.6290988       2.8261781       1.0000000      0.44720107     -0.26834345     -1.50263859E-02   1.0733438      0.93800002    
           0           0        1120   9.5747700       7.4430532       5.4004364       1.0000000      0.23995298      0.25994378      0.15863661       1.0149670      0.93800002    
           0           0        1120   3.1563761       8.0440302       5.1967211       1.0000000     -0.33142757     -2.44702697E-02 -0.10768601       1.0009413      0.93800002    
           0           0        1120   2.2166770       2.1319046      0.30335203       1.0000000     -0.16646075     -0.30585116      0.44371679       1.0945240      0.93800002    
           0           0        1120   5.7993169       8.9830484       6.6556392       1.0000000     -1.38969021E-03  6.06282577E-02 -0.31771535      0.99220198      0.93800002    
           0           0        1120   2.9652553       1.1740893      0.62917668       1.0000000      0.14812557      0.22541852      0.13713115      0.98559815      0.93800002    
           0           0        1120   7.1388507      0.99576241       6.9926720       1.0000000     -0.39218754     -0.37075725      2.40303855E-03   1.0821838      0.93800002    
           0           0        1120   2.0777991       2.8891032      0.83174795       1.0000000     -0.37187579      4.73714098E-02 -0.41768041       1.0930859      0.93800002    
           0           0        1120   2.9214144       8.9162378       2.2711785       1.0000000     -6.81545362E-02 -0.35926700     -9.96078625E-02   1.0116737      0.93800002    
           0           0        1120   6.8694692       1.7067091       4.4082088       1.0000000     -0.45466343     -0.18870358      6.18105149E-03   1.0593442      0.93800002    
           0           0        1120   1.8241084       5.1103201       7.4078822       1.0000000     -0.13401137     -0.33919117     -3.98932137E-02   1.0071967      0.93800002    
           0           0        1120   6.2783647       6.7760367       6.9819651       1.0000000     -2.14631315E-02 -0.40989241     -0.16127148       1.0364965      0.93800002    
           0           0        1120  0.95213795       4.3654199       4.7467337       1.0000000     -8.07540715E-02  0.27753684      0.12461057      0.98940372      0.93800002    
           0           0        1120   9.8043652       3.7043021       8.3081264       1.0000000     -0.35919356      0.24408531      0.32973969       1.0849746      0.93800002    
           0           0        1120   3.9110432       6.2195640       3.4669948       1.0000000     -0.45383048      0.11306632      6.73740506E-02   1.0502996      0.93800002    
           0           0        1120   4.9889402       7.2380209       1.4455053       1.0000000     -0.45769683     -0.18921298     -0.37835884       1.1261827      0.93800002    
           0           0        1120   2.4206967       3.8105886       4.4012852       1.0000000      9.97959003E-02  0.14457466     -6.73737824E-02  0.95668405      0.93800002    
           0           0        1120   5.5596828       7.1684117       6.4236250       1.0000000      0.18577673     -0.40384185     -0.37706652       1.1043661      0.93800002    
           0           0        1120  0.56997412       8.2007208       1.2553929       1.0000000     -0.18425493     -0.31943306     -0.35777277       1.0695012      0.93800002    
           0           0        1120   6.6442962       6.8518920       1.9100193       1.0000000     -6.36569783E-02  0.46445921      0.36816359       1.1113789      0.93800002    
